Drug,lncRNA
Mk-886,INTS6-AS1
Mk-886,LINC00299
Mk-886,LINC00845
Mk-886,RP4-544H6.2
Mk-886,CBR3-AS1
Mk-886,RBM26-AS1
Mk-886,RP11-65M17.3
Mk-886,PCGEM1
Mk-886,LINC00310
Mk-886,RP11-169D4.1
Mk-886,STK4-AS1
Mk-886,OVOL1-AS1
Mk-886,CCDC148-AS1
Mk-886,LINC01056
Mk-886,RP11-400N9.1
Mk-886,HAND2-AS1
Mk-886,SLC2A1-AS1
Mk-886,AC007163.3
Mk-886,AC147651.4
Mk-886,RP1-28O10.1
Mk-886,RP4-753D4.2
Mk-886,C6orf3
Mk-886,RP11-492E3.2
Mk-886,CLYBL-AS2
Mk-886,LINC00355
Mk-886,RP11-171A24.2
Mk-886,SUCLA2-AS1
Mk-886,RP11-102C16.3
Mk-886,RP11-439E19.3
Mk-886,RP11-276H7.2
Mk-886,RP11-298D21.2
Mk-886,RAPGEF4-AS1
Mk-886,AC007557.2
Mk-886,RP11-12L8.1
Mk-886,AC099684.1
Mk-886,AC073128.10
Mk-886,AL022341.3
Mk-886,HCG11
Mk-886,RP11-132M7.3
Mk-886,RP11-255G21.1
Mk-886,TEX36-AS1
Mk-886,RP11-343J18.1
Mk-886,RP1-224A6.3
Mk-886,RP11-251M1.1
Mk-886,RP11-17G12.3
Mk-886,LINC00687
Mk-886,RP11-550P17.5
Mk-886,HOTAIR
Mk-886,RP5-968D22.1
Mk-886,RP11-7O11.3
Mk-886,FLG-AS1
Mk-886,RP11-157P1.5
Mk-886,MIR4500HG
Mk-886,RP11-1103G16.1
Mk-886,AC104653.1
Mk-886,LINC00867
Mk-886,RP11-268G12.1
Mk-886,HNF4A-AS1
Mk-886,RP11-186F10.2
Mk-886,RP5-952N6.1
Mk-886,LINC00226
Mk-886,CLRN1-AS1
Mk-886,RP11-360P21.2
Mk-886,RP11-20J15.3
Mk-886,LINC00710
Mk-886,AC098973.1
Mk-886,HYI-AS1
Mk-886,MEG8
Mk-886,AC005162.4
Mk-886,RP11-347D21.4
Mk-886,RP11-245M24.1
Mk-886,AC007389.3
Mk-886,AC108056.1
Mk-886,LSAMP-AS1
Mk-886,PRAC2
Mk-886,HOXA11-AS
Mk-886,Z83851.1
Mk-886,AC064852.4
Mk-886,RP11-378I13.1
Mk-886,AC012499.1
Mk-886,RP4-568F9.6
Mk-886,RP11-10N16.2
Mk-886,TMEM254-AS1
Mk-886,DNAJB8-AS1
Mk-886,NFE4
Mk-886,MIRLET7DHG
Mk-886,RP11-334J6.6
Mk-886,NAALADL2-AS3
Mk-886,RP4-705O1.1
Mk-886,ERVMER61-1
Mk-886,RP11-162I7.1
Mk-886,RP11-716O23.1
Mk-886,LINC00880
Mk-886,RP11-572M11.3
Mk-886,AC004947.2
Mk-886,PEX5L-AS2
Mk-886,RP11-767N6.7
Mk-886,RP11-65D17.1
Mk-886,RP11-250B2.3
Mk-886,ALKBH3-AS1
Mk-886,LIFR-AS1
Mk-886,RP11-875O11.1
Mk-886,RP11-303E16.7
Mk-886,RP11-113E21.1
Mk-886,A2M-AS1
Mk-886,RP11-1069G10.2
Mk-886,AC105402.4
Mk-886,RP11-847H18.2
Mk-886,RP11-544D21.2
Mk-886,RP11-677M14.7
Mk-886,LINC00461
Mk-886,LINC01114
Mk-886,RP11-617D20.1
Mk-886,MIR4313
Mk-886,RP11-142C4.6
Mk-886,RP11-467D6.1
Mk-886,AP001604.3
Mk-886,AC005009.1
Mk-886,RP11-8L2.1
Mk-886,RP11-18H21.1
Mk-886,RP11-315F22.1
Mk-886,AP000696.2
Mk-886,RP11-597D13.8
Mk-886,RP11-466A17.1
Mk-886,RP11-183M13.1
Mk-886,DPP10-AS3
Mk-886,AC011738.4
Mk-886,RP11-447B18.1
Mk-886,LINC00899
Mk-886,RP11-1149O23.3
Mk-886,RP11-79E3.3
Mk-886,CTD-2382E5.1
Mk-886,RP11-355E10.1
Mk-886,RGMB-AS1
Mk-886,RP11-61A14.4
Mk-886,CTD-2587M23.1
Mk-886,RP1-179N16.6
Mk-886,RP11-220I1.5
Mk-886,RP11-168E17.1
Mk-886,PHKA1-AS1
Mk-886,RP11-53B5.1
Mk-886,RP5-1007M22.2
Mk-886,LINC01105
Mk-886,AC005772.2
Mk-886,LINC01104
Mk-886,AC004158.3
Mk-886,RAP2C-AS1
Mk-886,CTB-127C13.1
Mk-886,NR2F2-AS1
Mk-886,RP11-557H15.4
Mk-886,RP11-673E1.1
Mk-886,AC016910.1
Mk-886,LINC00558
Mk-886,BPESC1
Mk-886,LINC01019
Mk-886,RP1-167G20.1
Mk-886,AQP4-AS1
Mk-886,RP5-1031D4.2
Mk-886,GNAS-AS1
Mk-886,MEF2C-AS1
Mk-886,CTA-397C4.2
Mk-886,RP5-896L10.1
Mk-886,CTD-2536I1.1
Mk-886,CTD-2207A17.1
Mk-886,RP4-561L24.3
Mk-886,RP11-1080G15.1
Mk-886,RP11-1081M5.2
Mk-886,RP11-319E12.1
Mk-886,RP11-844P9.2
Mk-886,RP11-475O6.1
Mk-886,EGFLAM-AS4
Mk-886,RP5-1069C8.2
Mk-886,CTB-113P19.4
Mk-886,CTD-2561B21.5
Mk-886,RP11-375I20.6
Mk-886,RP11-756K15.2
Mk-886,RP11-45K10.2
Mk-886,AP001171.1
Mk-886,RP11-152L20.3
Mk-886,CTD-3028N15.1
Mk-886,CTD-3080P12.3
Mk-886,RP11-415J8.5
Mk-886,RP11-760D2.5
Mk-886,LINC00051
Mk-886,FAM53B-AS1
Mk-886,RP11-313C4.1
Mk-886,CTC-384G19.1
Mk-886,AC104809.4
Mk-886,RP1-187B23.1
Mk-886,RP11-497K21.1
Mk-886,RP11-547D24.1
Mk-886,CTD-2161F6.3
Mk-886,RP11-112L7.1
Mk-886,LINC00462
Mk-886,RP11-422J15.1
Mk-886,AC007365.1
Mk-886,SLC26A4-AS1
Mk-886,RP11-475A13.2
Mk-886,RP11-560G2.1
Mk-886,RP11-109P14.9
Mk-886,LINC01136
Mk-886,DLG5-AS1
Mk-886,RP11-154D17.1
Mk-886,RP11-430B1.2
Mk-886,RP5-1077H22.2
Mk-886,DOCK9-AS2
Mk-886,RP11-354E11.2
Mk-886,RP11-707A18.1
Mk-886,RP11-288L9.1
Mk-886,RP11-130F10.1
Mk-886,ADAM6
Mk-886,Z97634.3
Mk-886,AC020601.1
Mk-886,RP11-9G1.3
Mk-886,GLIS3-AS1
Mk-886,ZNF718
Mk-886,CTC-210G5.1
Mk-886,CTC-471C19.1
Mk-886,LINC01021
Mk-886,RP1-149C7.1
Mk-886,LINC00617
Mk-886,LINC00555
Mk-886,RP11-554A11.8
Mk-886,RP11-179B15.6
Mk-886,JAZF1-AS1
Mk-886,AC007405.4
Mk-886,RP11-753A21.2
Mk-886,RP11-540K16.1
Mk-886,RP11-125P18.1
Mk-886,RP11-587D21.4
Mk-886,AC107070.1
Mk-886,LINC00561
Mk-886,RP11-161D15.1
Mk-886,AC010096.1
Mk-886,RP11-629O1.2
Mk-886,RP11-834C11.4
Mk-886,RP11-230G5.2
Mk-886,RP11-517C16.2
Mk-886,RP11-182J23.1
Mk-886,RP11-453E2.2
Mk-886,AC007740.1
Mk-886,RP11-37B2.1
Mk-886,RP11-540O11.1
Mk-886,CTA-407F11.8
Mk-886,U47924.27
Mk-886,PRKCQ-AS1
Mk-886,RP11-452H21.4
Mk-886,RP11-506N2.1
Mk-886,AC109642.1
Mk-886,RP11-360A18.2
Mk-886,CTB-109A12.1
Mk-886,RP11-109D9.4
Mk-886,CTA-280A3__B.2
Mk-886,RP11-39H13.1
Mk-886,RP11-166A12.1
Mk-886,CTD-2170G1.2
Mk-886,MCF2L-AS1
Mk-886,NTRK3-AS1
Mk-886,RP11-265P11.2
Mk-886,RP11-399E6.1
Mk-886,DNM1P51
Mk-886,RP11-489G11.3
Mk-886,RP11-421P23.1
Mk-886,JARID2-AS1
Mk-886,RP11-231K24.2
Mk-886,LINC00298
Mk-886,RP6-91H8.1
Mk-886,RP11-586K2.1
Mk-886,AC093627.10
Mk-886,RP11-152O14.1
Mk-886,LINC00645
Mk-886,RP11-103J17.2
Mk-886,AC124997.1
Mk-886,RP11-14J7.6
Mk-886,CTD-3064M3.1
Mk-886,RP11-436I24.1
Mk-886,RP11-513O17.3
Mk-886,RP5-1021I20.2
Mk-886,CTD-2281E23.1
Mk-886,RP11-338C15.5
Mk-886,GSN-AS1
Mk-886,RP11-661G16.2
Mk-886,AC023115.2
Mk-886,ITPK1-AS1
Mk-886,RP11-758M4.4
Mk-886,EGOT
Mk-886,KB-1000E4.2
Mk-886,RP3-473B4.3
Mk-886,RP11-400N13.1
Mk-886,RP11-363E6.3
Mk-886,RP11-170N11.1
Mk-886,LINC00901
Mk-886,LINC00543
Mk-886,AP001605.4
Mk-886,RP11-394G3.2
Mk-886,CTB-78F1.1
Mk-886,LINC00608
Mk-886,RP11-594N15.2
Mk-886,RP11-707P20.1
Mk-886,RP11-278I4.2
Mk-886,AL773604.8
Mk-886,PRKG1-AS1
Mk-886,RP11-44F21.3
Mk-886,FLNB-AS1
Mk-886,RP11-243E13.1
Mk-886,LINC00964
Mk-886,RP11-753A21.1
Mk-886,LINC00052
Mk-886,RP11-504A18.1
Mk-886,RP5-1184F4.5
Mk-886,RP11-526I2.1
Mk-886,CACNA1G-AS1
Mk-886,RP1-63G5.7
Mk-886,RP11-109E10.1
Mk-886,CTC-378H22.1
Mk-886,RP11-855O10.2
Mk-886,KIRREL3-AS2
Mk-886,LINC00421
Mk-886,AC009133.14
Mk-886,CTD-2337I7.1
Mk-886,RP11-13E5.2
Mk-886,AC012360.6
Mk-886,RP11-193H5.1
Mk-886,LINC00925
Mk-886,RP11-502N13.2
Mk-886,RP11-346I3.4
Mk-886,IL21R-AS1
Mk-886,RP11-356I2.4
Mk-886,RP11-386I8.6
Mk-886,PYY2
Mk-886,CTD-2024I7.13
Mk-886,LINC00968
Mk-886,AP000251.3
Mk-886,RP11-736K20.6
Mk-886,AC007386.2
Mk-886,HOXB7
Mk-886,RP11-669N7.3
Mk-886,RP11-639B1.1
Mk-886,RP13-81N3.2
Mk-886,AC003075.4
Mk-886,RP11-59E19.1
Mk-886,RP11-331K15.1
Mk-886,RP11-783K16.13
Mk-886,RP11-588G21.2
Mk-886,LINC00844
Mk-886,RP11-709B3.2
Mk-886,RP11-384J4.1
Mk-886,RP11-420J11.2
Mk-886,RP11-274H24.1
Mk-886,RP11-540D4.3
Mk-886,CD81-AS1
Mk-886,AC114752.3
Mk-886,LINC00919
Mk-886,RP11-70F11.8
Mk-886,LINC00317
Mk-886,CTD-2530H12.1
Mk-886,RP11-203B7.2
Mk-886,UBA6-AS1
Mk-886,RP11-781A6.1
Mk-886,RP11-863K10.2
Mk-886,CADM2-AS1
Mk-886,CTD-2313J17.5
Mk-886,LINC00879
Mk-886,RP11-887P2.5
Mk-886,IGSF11-AS1
Mk-886,RP11-355N15.1
Mk-886,RP11-1070N10.4
Mk-886,RP11-7F17.4
Mk-886,RP11-717H13.1
Mk-886,C21orf91-OT1
Mk-886,RP11-102M11.2
Mk-886,RP11-661P17.1
Mk-886,RP11-384P7.7
Mk-886,CTD-3193O13.1
Mk-886,LINC00881
Mk-886,LINC00877
Mk-886,LINC00992
Mk-886,RP11-293M10.5
Mk-886,RP11-356K23.1
Mk-886,RP11-63A1.2
Mk-886,RP11-775C24.3
Mk-886,IDS
Mk-886,CTB-113P19.1
Mk-886,CTC-276P9.1
Mk-886,RP11-457K10.1
Mk-886,RP11-448P19.1
Mk-886,RP11-546O6.4
Mk-886,LINC00996
Mk-886,RP11-575F12.1
Mk-886,RP11-1191J2.2
Mk-886,LINC00882
Mk-886,CTD-2071N1.1
Mk-886,LINC01091
Mk-886,CTB-12O2.1
Mk-886,RP11-24I21.1
Mk-886,CTD-2632K10.1
Mk-886,LINC00870
Mk-886,RP11-478P10.1
Mk-886,RP11-46A10.5
Mk-886,RP11-693J15.4
Mk-886,MNX1-AS1
Mk-886,RP11-521D12.5
Mk-886,RP5-963E22.5
Mk-886,RP11-84C10.4
Mk-886,IL12A-AS1
Mk-886,RP1-17K7.2
Mk-886,LINC00557
Mk-886,LINC00536
Mk-886,RP5-968P14.2
Mk-886,RP11-325N19.3
Mk-886,LA16c-395F10.2
Mk-886,RP11-417F21.1
Mk-886,RP11-165H23.1
Mk-886,LINC00507
Mk-886,RP11-930P14.2
Mk-886,RP11-579E24.1
Mk-886,RP11-328N19.1
Mk-886,RP11-296I10.3
Mk-886,LINC00514
Mk-886,RP11-417E7.2
Mk-886,AP006547.3
Mk-886,RP11-440L14.3
Mk-886,RP13-539F13.3
Mk-886,CTD-2194D22.2
Mk-886,RP11-429B14.4
Mk-886,VENTXP1
Mk-886,RP11-304C12.3
Mk-886,RP11-794P6.1
Mk-886,RP11-339A11.2
Mk-886,LINC00682
Mk-886,RP11-18F14.1
Mk-886,SMAD1-AS2
Mk-886,RP11-630D6.5
Mk-886,RP11-756P10.2
Mk-886,CTD-2296D1.2
Mk-886,RP11-960L18.1
Mk-886,RP11-292F22.7
Mk-886,AC006277.2
Mk-886,CTD-2520I13.1
Mk-886,RP11-284F21.8
Mk-886,LINC00922
Mk-886,FGF10-AS1
Mk-886,RP11-90P13.1
Mk-886,EGFLAM-AS2
Mk-886,RP1-58B11.1
Mk-886,RP11-65J3.14
Mk-886,KB-1568E2.1
Mk-886,LINC00589
Mk-886,RP11-626G11.1
Mk-886,RP11-400D2.2
Mk-886,RP11-333E1.1
Mk-886,RP11-450K4.1
Mk-886,RP11-791M20.1
Mk-886,CTD-2643K12.2
Mk-886,RP11-807H7.1
Mk-886,LINC01146
Mk-886,RP3-333B15.4
Mk-886,DNAJC3-AS1
Mk-886,RP11-401P9.5
Mk-886,RP11-626I20.3
Mk-886,RP11-490O6.2
Mk-886,RP11-334C17.5
Mk-886,HOXA-AS3
Mk-886,RP11-388M20.6
Mk-886,AC012531.25
Mk-886,DIO3OS
Mk-886,CTD-2291D10.2
Mk-886,U91319.1
Mk-886,RP11-17A4.3
Mk-886,CTD-2047H16.4
Mk-886,WAC-AS1
Mk-886,RP11-290H9.4
Mk-886,RP11-56L13.1
Mk-886,RP11-366M4.3
Mk-886,RP11-294O2.2
Mk-886,RP11-705O24.1
Mk-886,RP11-893F2.14
Mk-886,RP11-489D6.2
Mk-886,RP11-254F7.1
Mk-886,RP11-609L23.1
Mk-886,RP11-309M7.1
Mk-886,RP11-266L9.5
Mk-886,RP11-164P12.3
Mk-886,RP11-834C11.8
Mk-886,LA16c-381G6.1
Mk-886,RP11-92G12.3
Mk-886,RP11-143I21.1
Mk-886,LINC00564
Mk-886,CTD-2076M15.1
Mk-886,RP11-141J13.5
Mk-886,AC144831.1
Mk-886,RP5-991O23.1
Mk-886,FZD10-AS1
Mk-886,CTC-436K13.5
Mk-886,LINC00928
Mk-886,RP11-219B4.3
Mk-886,RP11-473M20.14
Mk-886,RP11-38F22.1
Mk-886,RP11-713M6.2
Mk-886,AC009166.5
Mk-886,CTD-2194D22.4
Mk-886,RP11-44F14.8
Mk-886,RP11-388C12.1
Mk-886,RP11-529K1.2
Mk-886,RP11-360K13.1
Mk-886,RP11-476D10.1
Mk-886,AF001548.5
Mk-886,RP11-215H22.1
Mk-886,CTC-378H22.2
Mk-886,RP11-10A14.7
Mk-886,RP11-1L12.3
Mk-886,RP11-379K22.2
Mk-886,RP11-61A14.1
Mk-886,CTD-2647E9.3
Mk-886,RP11-195M16.3
Mk-886,RP11-151E14.1
Mk-886,AC008703.1
Mk-886,RP11-353N14.2
Mk-886,RP11-420A23.1
Mk-886,RP11-354P17.15
Mk-886,RP11-539G18.2
Mk-886,LINC00605
Mk-886,RP11-646E18.4
Mk-886,FAM181A-AS1
Mk-886,RP11-426C22.5
Mk-886,RP11-470M17.2
Mk-886,RP11-433J8.1
Mk-886,AP001505.9
Mk-886,RP11-299H22.1
Mk-886,LINC00485
Mk-886,RMST
Mk-886,RP11-121C2.2
Mk-886,CTD-3126B10.1
Mk-886,RP11-752G15.3
Mln4924,ARHGEF26-AS1
Mln4924,RP11-420G6.4
Mln4924,ARAP2
Mln4924,PROX1-AS1
Mln4924,RP1-28O17.1
Mln4924,RP11-153K16.2
Mln4924,TJP2
Mln4924,AC105760.3
Mln4924,AC093609.1
Mln4924,RP11-73B2.2
Mln4924,AC004237.1
Mln4924,RP11-445H22.3
Mln4924,FXYD2
Mln4924,RP1-149A16.3
Mln4924,PEX5L-AS2
Mln4924,LINC00525
Mln4924,AC079807.4
Mln4924,RP4-792G4.2
Mln4924,MAGI1
Mln4924,AC104135.4
Mln4924,PART1
Mln4924,LINC00467
Mln4924,RP11-24J23.2
Mln4924,RP3-525N10.2
Mln4924,SMAD5-AS1
Mln4924,RP11-613D13.8
Mln4924,LINC00483
Mln4924,LIFR-AS1
Mln4924,MIR205HG
Mln4924,RP11-25K19.1
Mln4924,TAS2R1
Mln4924,AC013275.2
Mln4924,SHANK2-AS3
Mln4924,RP11-263K19.4
Mln4924,RP11-165P7.1
Mln4924,GATM
Mln4924,AC105402.4
Mln4924,MMRN2
Mln4924,RP11-544L8__B.4
Mln4924,CTD-2037K23.2
Mln4924,BDNF-AS
Mln4924,TTTY14
Mln4924,MIR7-3HG
Mln4924,RP11-463J7.2
Mln4924,AC011752.1
Mln4924,ZFAS1
Mln4924,GS1-600G8.3
Mln4924,AC108142.1
Mln4924,AP001604.3
Mln4924,AP000345.1
Mln4924,LINC00314
Mln4924,RP11-46C24.7
Mln4924,MTUS2-AS1
Mln4924,AP000696.2
Mln4924,LINC00305
Mln4924,RP11-169K16.9
Mln4924,LINC00689
Mln4924,LINC00652
Mln4924,RP11-298D21.2
Mln4924,LINC00304
Mln4924,RP11-410E4.1
Mln4924,WDFY3-AS2
Mln4924,CTD-3203P2.1
Mln4924,RP4-539M6.14
Mln4924,DPP10-AS3
Mln4924,RP5-1158E12.3
Mln4924,ATG9B
Mln4924,LINC00471
Mln4924,RP11-134G8.8
Mln4924,Z83851.3
Mln4924,RPS6KA2-AS1
Mln4924,RP11-404O13.1
Mln4924,LINC00968
Mln4924,RP11-363G15.2
Mln4924,COL18A1-AS1
Mln4924,RP5-855F14.1
Mln4924,LINC00158
Mln4924,RP1-46F2.2
Mln4924,LINC00210
Mln4924,MATN1-AS1
Mln4924,LINC00643
Mln4924,RP11-1E4.1
Mln4924,NEBL-AS1
Mln4924,CSTF3-AS1
Mln4924,LINC00319
Mln4924,CTB-161K23.1
Mln4924,RP11-434C1.1
Mln4924,RP11-431M7.3
Mln4924,LINC01105
Mln4924,LINC00615
Mln4924,LINC00176
Mln4924,LINC00238
Mln4924,SPTY2D1-AS1
Mln4924,LINC00173
Mln4924,RAP2C-AS1
Mln4924,CTBP1-AS2
Mln4924,LINC00708
Mln4924,RP11-425I13.3
Mln4924,RP11-302L19.1
Mln4924,GATA3-AS1
Mln4924,LINC00477
Mln4924,CTD-2530H12.1
Mln4924,SNHG12
Mln4924,AC016910.1
Mln4924,RP11-79P5.2
Mln4924,AC015969.3
Mln4924,BPESC1
Mln4924,LINC00970
Mln4924,RP11-111J6.2
Mln4924,CTA-134P22.2
Mln4924,RP11-351J23.1
Mln4924,LINC00963
Mln4924,LA16c-313D11.9
Mln4924,AC084125.4
Mln4924,LINC00474
Mln4924,RP11-1114A5.4
Mln4924,RP11-713P17.3
Mln4924,RP3-322G13.5
Mln4924,DGKK
Mln4924,CTA-397C4.2
Mln4924,CTD-2126E3.1
Mln4924,CTC-308K20.1
Mln4924,ATP6V0E2-AS1
Mln4924,RP4-665N4.4
Mln4924,CHKB-AS1
Mln4924,RP11-497E19.1
Mln4924,WI2-81516E3.1
Mln4924,LINC00487
Mln4924,SRRM2-AS1
Mln4924,VPS13A-AS1
Mln4924,KRBOX1-AS1
Mln4924,AC011899.9
Mln4924,AC074286.1
Mln4924,RP11-24P14.1
Mln4924,RP5-944M2.3
Mln4924,CTB-113P19.4
Mln4924,ERVH48-1
Mln4924,UCA1
Mln4924,CTD-2116F7.1
Mln4924,LINC00887
Mln4924,LINC00488
Mln4924,CTD-2251F13.1
Mln4924,RP11-37N22.1
Mln4924,AC025171.1
Mln4924,RP11-152L20.3
Mln4924,LINC00472
Mln4924,LINC00269
Mln4924,LINC01020
Mln4924,FAM53B-AS1
Mln4924,TLR8-AS1
Mln4924,RP11-26J3.1
Mln4924,AP001053.11
Mln4924,LINC00598
Mln4924,LINC01139
Mln4924,NKAPP1
Mln4924,RP11-426L16.8
Mln4924,RP11-434D9.1
Mln4924,STXBP5-AS1
Mln4924,AC079354.3
Mln4924,CLDN10-AS1
Mln4924,RP11-500B12.1
Mln4924,RPS10P7
Mln4924,RP4-665J23.1
Mln4924,RP1-171K16.5
Mln4924,RP11-15M15.1
Mln4924,RP11-716O23.1
Mln4924,AC007365.1
Mln4924,AC093690.1
Mln4924,AP000235.2
Mln4924,AY269186.1
Mln4924,RP4-613A2.1
Mln4924,AC002463.3
Mln4924,AC091633.3
Mln4924,LINC00656
Mln4924,LINC00964
Mln4924,IL10RB-AS1
Mln4924,RP11-297L17.2
Mln4924,RP11-465B22.5
Mln4924,RP11-135J2.3
Mln4924,RP11-250B2.3
Mln4924,AC093326.1
Mln4924,AC005022.1
Mln4924,EPB41L4A-AS1
Mln4924,RP11-379J5.5
Mln4924,LINC00691
Mln4924,RP11-9G1.3
Mln4924,SNHG14
Mln4924,LL22NC03-86G7.1
Mln4924,RP11-308D16.4
Mln4924,AC097468.4
Mln4924,RP11-364P22.1
Mln4924,AP001630.5
Mln4924,DNAJC27-AS1
Mln4924,AP006547.3
Mln4924,RP5-942I16.1
Mln4924,RP11-700N1.1
Mln4924,LINC01133
Mln4924,RP11-191L9.4
Mln4924,AC007405.4
Mln4924,RP11-48F14.1
Mln4924,AP000330.8
Mln4924,RP11-495P10.3
Mln4924,RP11-125P18.1
Mln4924,MAGI2-AS3
Mln4924,RP11-756P10.2
Mln4924,RP11-38C18.2
Mln4924,RP11-138B4.1
Mln4924,RP11-94M14.2
Mln4924,LINC00853
Mln4924,MED14-AS1
Mln4924,TMEM72-AS1
Mln4924,SDCBP2-AS1
Mln4924,LINC00320
Mln4924,AC125421.1
Mln4924,RP5-1086K13.1
Mln4924,PGM5-AS1
Mln4924,RP11-349E4.1
Mln4924,AC096574.4
Mln4924,RP3-400B16.1
Mln4924,AC021016.6
Mln4924,RP11-526A4.1
Mln4924,LINC00337
Mln4924,GRTP1-AS1
Mln4924,RP11-713M6.2
Mln4924,AL450226.2
Mln4924,CTD-2228K2.7
Mln4924,RP11-809C18.3
Mln4924,OSTM1-AS1
Mln4924,RP11-378J18.3
Mln4924,XXbac-B476C20.9
Mln4924,SFTA1P
Mln4924,AC104134.2
Mln4924,RP11-347D21.1
Mln4924,RP1-257A15.1
Mln4924,AP001626.2
Mln4924,RP5-1166F10.1
Mln4924,RFPL1S
Mln4924,AC002064.5
Mln4924,RP1-65J11.5
Mln4924,LINC00559
Mln4924,AC068610.3
Mln4924,AC018799.1
Mln4924,RP11-341A22.2
Mln4924,AC093415.2
Mln4924,AC013733.4
Mln4924,MCF2L-AS1
Mln4924,AC090627.1
Mln4924,RP11-550H2.1
Mln4924,RP11-70C1.1
Mln4924,RP11-485M7.3
Mln4924,RP11-75C9.1
Mln4924,AP001627.1
Mln4924,FGD5-AS1
Mln4924,RP11-513G11.4
Mln4924,LINC00599
Mln4924,AC087501.1
Mln4924,RP11-127O4.3
Mln4924,RP11-716D16.1
Mln4924,GNAS-AS1
Mln4924,RP11-322F10.2
Mln4924,LINC00626
Mln4924,RP11-231K24.2
Mln4924,RP3-495K2.3
Mln4924,LINC00494
Mln4924,LINC00298
Mln4924,HAR1A
Mln4924,UBXN10-AS1
Mln4924,KCNIP2-AS1
Mln4924,DICER1-AS1
Mln4924,ZNF503-AS1
Mln4924,RP11-1080G15.1
Mln4924,AC018705.5
Mln4924,RP11-634B7.4
Mln4924,RP11-276H19.1
Mln4924,ARHGAP26-AS1
Mln4924,TMEM191A
Mln4924,RP4-813D12.3
Mln4924,CFLAR-AS1
Mln4924,CTA-217C2.1
Mln4924,AC023115.2
Mln4924,RP11-217B7.2
Mln4924,RP11-758M4.4
Mln4924,MACROD2-AS1
Mln4924,ST7-AS2
Mln4924,AC093375.1
Mln4924,RP11-63A1.2
Mln4924,EGOT
Mln4924,SLC16A1-AS1
Mln4924,LINC00323
Mln4924,RP6-191P20.4
Mln4924,RP11-406O16.1
Mln4924,COX10-AS1
Mln4924,LINC00606
Mln4924,SPANXA2-OT1
Mln4924,C10orf71-AS1
Mln4924,LINC00343
Mln4924,AP006216.10
Mln4924,RP11-426A6.5
Mln4924,AP001189.4
Mln4924,FAM66C
Mln4924,RP11-353N14.2
Mln4924,AC007966.1
Mln4924,RP11-15K3.1
Mln4924,RP11-203B9.4
Mln4924,AC097724.3
Mln4924,LINC00348
Mln4924,AC012361.1
Mln4924,AC067956.1
Mln4924,LINC00354
Mln4924,LINC00427
Mln4924,LINC00454
Mln4924,MAGI2-AS2
Mln4924,LINC00658
Mln4924,RP11-262K1.1
Mln4924,PRKG1-AS1
Mln4924,SLC8A1-AS1
Mln4924,RP11-23F23.2
Mln4924,LINC00511
Mln4924,ITGB2-AS1
Mln4924,LINC00347
Mln4924,RP11-395B7.4
Mln4924,LINC01010
Mln4924,AL592494.5
Mln4924,LBX1-AS1
Mln4924,RP11-54O7.1
Mln4924,RP11-157D23.1
Mln4924,LINC01153
Mln4924,RP5-1184F4.5
Mln4924,MIR663A
Mln4924,CTD-2184C24.2
Mln4924,ST7-AS1
Mln4924,LINC00845
Mln4924,LINC00529
Mln4924,SMIM2-AS1
Mln4924,AC005358.3
Mln4924,RP4-544H6.2
Mln4924,LINC00421
Mln4924,CTA-992D9.6
Mln4924,RP11-112J3.16
Mln4924,PCGEM1
Mln4924,RP11-169D4.1
Mln4924,CCDC148-AS1
Mln4924,HAND2-AS1
Mln4924,SLC2A1-AS1
Mln4924,CNTFR-AS1
Mln4924,SPAG5-AS1
Mln4924,RP11-406A20.4
Mln4924,RP1-28O10.1
Mln4924,RP4-753D4.2
Mln4924,AC090505.6
Mln4924,ZNF295-AS1
Mln4924,SOX21-AS1
Mln4924,CLYBL-AS2
Mln4924,LINC00851
Mln4924,LINC00355
Mln4924,AC004906.3
Mln4924,RP11-565A3.2
Mln4924,RP11-587D21.4
Mln4924,SUCLA2-AS1
Mln4924,HOXD-AS2
Mln4924,RP11-102C16.3
Mln4924,AC007383.3
Mln4924,RP11-439E19.3
Mln4924,RP11-276H7.2
Mln4924,AC107070.1
Mln4924,RP11-350G8.5
Mln4924,RP11-183M13.1
Mln4924,RP11-383C5.3
Mln4924,RP11-547I7.2
Mln4924,RP11-280O1.2
Mln4924,RP4-781K5.4
Mln4924,RP11-12L8.1
Mln4924,RP13-60M5.2
Mln4924,RP11-771K4.1
Mln4924,RP11-324L3.1
Mln4924,RP11-541F9.2
Mln4924,HCG11
Mln4924,RP3-508I15.9
Mln4924,AC007386.2
Mln4924,PCAT6
Mln4924,RP11-255G21.1
Mln4924,LINC01115
Mln4924,RP11-251M1.1
Mln4924,RP11-17G12.3
Mln4924,LINC00687
Mln4924,RP11-173B14.4
Mln4924,LINC01125
Mln4924,AC003075.4
Mln4924,RP11-392O17.1
Mln4924,U1
Mln4924,RP11-550P17.5
Mln4924,RP5-872K7.7
Mln4924,RP11-787B4.2
Mln4924,SRGAP3-AS2
Mln4924,RP11-567C2.1
Mln4924,GS1-18A18.2
Mln4924,AC136896.1
Mln4924,LINC00954
Mln4924,RP11-295M18.2
Mln4924,AC104653.1
Mln4924,RP11-274H24.1
Mln4924,HNF4A-AS1
Mln4924,RP11-265D19.6
Mln4924,RP5-952N6.1
